elapsed_ms,rss_mb_decimal,pss_mb_decimal,gpu_memory_mb_decimal,total_memory_mb_decimal,cgroup_memory_mb_decimal
12151.460745,825.339904,820.033536,0.0,825.339904,46130.622464
12260.61062,825.339904,820.033536,0.0,825.339904,46130.36032
12364.706466,825.339904,820.033536,0.0,825.339904,46130.54464
12468.746712,825.339904,820.033536,0.0,825.339904,46130.528256
12568.470723,825.339904,820.033536,0.0,825.339904,46130.25792
12667.830519,825.339904,820.033536,0.0,825.339904,46130.987008
12768.958286,825.339904,820.033536,0.0,825.339904,46130.548736
12868.901634,825.339904,820.033536,0.0,825.339904,46130.724864
12969.323351,825.339904,820.033536,0.0,825.339904,46130.700288
13075.082755,825.348096,820.041728,0.0,825.348096,46131.707904
13170.023339,826.556416,821.250048,0.0,826.556416,46132.740096
13272.517063,826.556416,821.250048,0.0,826.556416,46132.785152
13370.334492,826.556416,821.250048,0.0,826.556416,46132.768768
13468.932635,826.556416,821.250048,0.0,826.556416,46132.752384
13565.08306,826.556416,821.250048,0.0,826.556416,46132.473856
13662.637695,826.556416,821.250048,0.0,826.556416,46132.719616
13760.466657,826.556416,821.250048,0.0,826.556416,46132.703232
13855.314209,826.556416,821.250048,0.0,826.556416,46132.441088
13953.827304,826.556416,821.250048,0.0,826.556416,46132.424704
14053.021009,826.556416,821.250048,0.0,826.556416,46132.40832
14147.861086,826.556416,821.250048,0.0,826.556416,46132.391936
14247.41271,826.556416,821.250048,0.0,826.556416,46132.637696
14349.989089,826.556416,821.250048,0.0,826.556416,46132.359168
14451.874022,826.556416,821.250048,0.0,826.556416,46132.342784
14553.436266,826.556416,821.250048,0.0,826.556416,46132.3264
14651.99902,826.556416,821.250048,0.0,826.556416,46132.310016
14753.311133,826.556416,821.250048,0.0,826.556416,46132.555776
14854.233731,826.556416,821.250048,0.0,826.556416,46132.539392
14954.957773,826.556416,821.250048,0.0,826.556416,46132.260864
15057.4642,826.556416,821.250048,0.0,826.556416,46132.24448
15160.715121,826.556416,821.250048,0.0,826.556416,46132.482048
15263.44633,826.556416,821.250048,0.0,826.556416,46132.465664
15364.933711,826.556416,821.250048,0.0,826.556416,46132.371456
15466.51762,826.556416,821.250048,0.0,826.556416,46132.34688
15569.049024,826.556416,821.250048,0.0,826.556416,46132.068352
15671.229056,826.556416,821.250048,0.0,826.556416,46132.30592
15784.400927,826.568704,821.262336,0.0,826.568704,46133.051392
15880.114419,827.789312,822.482944,0.0,827.789312,46133.88288
15978.935462,827.789312,822.482944,0.0,827.789312,46133.866496
16075.053507,827.789312,822.482944,0.0,827.789312,46133.850112
16170.684256,827.789312,822.482944,0.0,827.789312,46133.833728
16267.496547,827.789312,822.482944,0.0,827.789312,46133.571584
16362.866268,827.789312,822.482944,0.0,827.789312,46133.5552
16460.716011,827.789312,822.482944,0.0,827.789312,46133.538816
16555.769521,827.789312,822.482944,0.0,827.789312,46133.522432
16654.455616,827.789312,822.482944,0.0,827.789312,46133.501952
16751.418873,827.789312,822.482944,0.0,827.789312,46133.747712
16846.890086,827.789312,822.482944,0.0,827.789312,46133.731328
16945.461851,827.789312,822.482944,0.0,827.789312,46133.714944
17043.775588,827.789312,822.482944,0.0,827.789312,46133.69856
17144.857957,827.789312,822.482944,0.0,827.789312,46133.682176
17249.861862,827.789312,822.482944,0.0,827.789312,46133.927936
17355.449491,827.789312,822.482944,0.0,827.789312,46133.649408
17455.406728,827.789312,822.482944,0.0,827.789312,46133.633024
17554.884907,827.789312,822.482944,0.0,827.789312,46133.61664
17656.456071,827.789312,822.482944,0.0,827.789312,46133.600256
17755.231775,827.789312,822.482944,0.0,827.789312,46132.494336
17856.540657,827.789312,822.482944,0.0,827.789312,46132.477952
17959.198879,827.789312,822.482944,0.0,827.789312,46132.461568
18058.00316,827.789312,822.482944,0.0,827.789312,46132.46976
18160.85671,827.789312,822.482944,0.0,827.789312,46132.453376
18264.344274,827.789312,822.482944,0.0,827.789312,46132.174848
18365.789354,827.789312,822.482944,0.0,827.789312,46133.129216
18459.674855,829.014016,823.707648,0.0,829.014016,46135.86944
18558.337642,829.014016,823.707648,0.0,829.014016,46135.615488
18654.631799,829.014016,823.707648,0.0,829.014016,46135.123968
18750.420067,829.014016,823.707648,0.0,829.014016,46135.631872
18846.973791,829.014016,823.707648,0.0,829.014016,46135.615488
18942.512529,829.014016,823.707648,0.0,829.014016,46135.599104
19039.950212,829.014016,823.707648,0.0,829.014016,46135.58272
19135.225701,829.014016,823.707648,0.0,829.014016,46135.566336
19235.738251,829.014016,823.707648,0.0,829.014016,46135.554048
19334.390669,829.014016,823.707648,0.0,829.014016,46135.533568
19430.621083,829.014016,823.707648,0.0,829.014016,46135.517184
19526.4864,829.014016,823.707648,0.0,829.014016,46135.246848
19625.68731,829.014016,823.707648,0.0,829.014016,46135.230464
19723.833778,829.014016,823.707648,0.0,829.014016,46135.476224
19824.247094,829.014016,823.707648,0.0,829.014016,46135.721984
19927.601846,829.014016,823.707648,0.0,829.014016,46135.7056
20030.042845,829.014016,823.707648,0.0,829.014016,46135.689216
20130.545185,829.014016,823.707648,0.0,829.014016,46135.672832
20229.941872,829.014016,823.707648,0.0,829.014016,46135.918592
20329.285037,829.014016,823.707648,0.0,829.014016,46135.640064
20427.922347,829.014016,823.707648,0.0,829.014016,46135.62368
20528.641421,829.014016,823.707648,0.0,829.014016,46135.607296
20628.67082,829.014016,823.707648,0.0,829.014016,46135.590912
20732.911593,829.014016,823.707648,0.0,829.014016,46135.574528
20830.857054,829.014016,823.707648,0.0,829.014016,46135.308288
20934.633348,829.014016,823.707648,0.0,829.014016,46135.54176
21037.378157,829.014016,823.707648,0.0,829.014016,46135.779328
21130.852148,830.246912,824.940544,0.0,830.246912,46137.05728
21233.045317,830.246912,824.940544,0.0,830.246912,46137.044992
21331.59571,830.246912,824.940544,0.0,830.246912,46137.028608
21429.638519,830.246912,824.940544,0.0,830.246912,46137.274368
21524.921159,830.246912,824.940544,0.0,830.246912,46137.257984
21623.504879,830.246912,824.940544,0.0,830.246912,46137.2416
21720.484023,830.246912,824.940544,0.0,830.246912,46137.225216
21815.96447,830.246912,824.940544,0.0,830.246912,46137.470976
21914.506439,830.246912,824.940544,0.0,830.246912,46137.454592
22010.603531,830.246912,824.940544,0.0,830.246912,46136.672256
22106.702869,830.246912,824.940544,0.0,830.246912,46136.655872
22203.733781,830.246912,824.940544,0.0,830.246912,46136.901632
22302.153516,830.246912,824.940544,0.0,830.246912,46136.885248
22403.2029,830.246912,824.940544,0.0,830.246912,46136.868864
22503.687437,830.246912,824.940544,0.0,830.246912,46136.85248
22609.539592,830.246912,824.940544,0.0,830.246912,46136.836096
22712.47352,830.246912,824.940544,0.0,830.246912,46136.815616
22814.770755,830.246912,824.940544,0.0,830.246912,46137.061376
22916.731094,830.246912,824.940544,0.0,830.246912,46137.044992
23018.909332,830.246912,824.940544,0.0,830.246912,46137.290752
23117.598184,830.246912,824.940544,0.0,830.246912,46137.274368
23219.054595,830.246912,824.940544,0.0,830.246912,46136.99584
23319.927917,830.246912,824.940544,0.0,830.246912,46136.983552
23420.978814,830.246912,824.940544,0.0,830.246912,46136.967168
23522.148634,830.246912,824.940544,0.0,830.246912,46136.950784
23627.397371,830.246912,824.940544,0.0,830.246912,46136.9344
23722.106434,831.471616,826.165248,0.0,831.471616,46138.73664
23820.918261,831.471616,826.165248,0.0,831.471616,46138.433536
23918.370695,831.471616,826.165248,0.0,831.471616,46138.40896
24013.618554,831.471616,826.165248,0.0,831.471616,46138.392576
24112.338671,831.471616,826.165248,0.0,831.471616,46138.138624
24208.249819,831.471616,826.165248,0.0,831.471616,46138.384384
24304.200419,831.471616,826.165248,0.0,831.471616,46138.372096
24400.686226,831.471616,826.165248,0.0,831.471616,46138.355712
24496.352667,831.471616,826.165248,0.0,831.471616,46138.339328
24593.260331,831.471616,826.165248,0.0,831.471616,46138.585088
24688.642061,831.471616,826.165248,0.0,831.471616,46138.568704
24787.168558,831.471616,826.165248,0.0,831.471616,46138.55232
24886.356037,831.471616,826.165248,0.0,831.471616,46136.32
24984.605036,831.471616,826.165248,0.0,831.471616,46136.29952
25083.191007,831.471616,826.165248,0.0,831.471616,46136.283136
25184.572404,831.471616,826.165248,0.0,831.471616,46136.266752
25285.321731,831.471616,826.165248,0.0,831.471616,46136.246272
25386.419582,831.471616,826.165248,0.0,831.471616,46136.229888
25487.344849,831.471616,826.165248,0.0,831.471616,46136.213504
25593.1488,831.471616,826.165248,0.0,831.471616,46136.19712
25696.236448,831.471616,826.165248,0.0,831.471616,46136.180736
25799.317794,831.471616,826.165248,0.0,831.471616,46136.426496
25900.944798,831.471616,826.165248,0.0,831.471616,46136.410112
26002.396973,831.471616,826.165248,0.0,831.471616,46136.393728
26101.007902,831.471616,826.165248,0.0,831.471616,46136.377344
26202.369721,831.471616,826.165248,0.0,831.471616,46136.619008
26303.359657,831.471616,826.165248,0.0,831.471616,46136.864768
26403.105044,831.483904,826.177536,0.0,831.483904,46137.094144
26501.584458,832.708608,827.40224,0.0,832.708608,46138.126336
26598.125493,832.708608,827.40224,0.0,832.708608,46138.109952
26696.807521,832.708608,827.40224,0.0,832.708608,46137.110528
26794.848672,832.708608,827.40224,0.0,832.708608,46137.094144
26893.283771,832.708608,827.40224,0.0,832.708608,46137.339904
26989.047158,832.708608,827.40224,0.0,832.708608,46137.32352
27086.792639,832.708608,827.40224,0.0,832.708608,46137.307136
27185.066268,832.708608,827.40224,0.0,832.708608,46137.290752
27280.463329,832.708608,827.40224,0.0,832.708608,46137.274368
27378.67015,832.708608,827.40224,0.0,832.708608,46137.004032
27476.279602,832.708608,827.40224,0.0,832.708608,46136.987648
27576.972465,832.708608,827.40224,0.0,832.708608,46136.971264
27676.78011,832.708608,827.40224,0.0,832.708608,46136.95488
27777.750488,832.708608,827.40224,0.0,832.708608,46137.20064
27877.254634,832.708608,827.40224,0.0,832.708608,46136.971264
27975.884032,832.708608,827.40224,0.0,832.708608,46136.95488
28077.060087,832.708608,827.40224,0.0,832.708608,46137.20064
28177.808711,832.708608,827.40224,0.0,832.708608,46137.184256
28278.89426,832.708608,827.40224,0.0,832.708608,46136.909824
28379.353632,832.708608,827.40224,0.0,832.708608,46136.89344
28484.677183,832.708608,827.40224,0.0,832.708608,46136.877056
28586.861528,832.708608,827.40224,0.0,832.708608,46136.860672
28689.298942,832.708608,827.40224,0.0,832.708608,46136.848384
28794.148242,832.708608,827.40224,0.0,832.708608,46136.832
28893.688486,832.708608,827.40224,0.0,832.708608,46136.602624
29018.885569,832.7168,827.410432,0.0,832.7168,46136.832
29113.907566,833.921024,828.614656,0.0,833.921024,46138.130432
29212.372878,833.921024,828.614656,0.0,833.921024,46138.134528
29309.677796,833.921024,828.614656,0.0,833.921024,46138.28608
29405.148853,833.921024,828.614656,0.0,833.921024,46138.53184
29503.727822,833.921024,828.614656,0.0,833.921024,46138.515456
29600.092144,833.921024,828.614656,0.0,833.921024,46138.499072
29695.981689,833.921024,828.614656,0.0,833.921024,46138.482688
29793.480018,833.921024,828.614656,0.0,833.921024,46138.466304
29889.126829,833.921024,828.614656,0.0,833.921024,46138.44992
29987.78275,833.921024,828.614656,0.0,833.921024,46138.433536
30084.696825,833.921024,828.614656,0.0,833.921024,46138.417152
30181.760992,833.921024,828.614656,0.0,833.921024,46138.400768
30286.517008,833.921024,828.614656,0.0,833.921024,46138.384384
30388.857394,833.921024,828.614656,0.0,833.921024,46138.368
30491.847505,833.921024,828.614656,0.0,833.921024,46137.827328
30593.897804,833.921024,828.614656,0.0,833.921024,46137.810944
30695.620672,833.921024,828.614656,0.0,833.921024,46137.778176
30797.700894,833.921024,828.614656,0.0,833.921024,46137.761792
30899.161855,833.921024,828.614656,0.0,833.921024,46138.003456
30997.947879,833.921024,828.614656,0.0,833.921024,46138.249216
31098.974432,833.921024,828.614656,0.0,833.921024,46138.232832
31200.469656,833.921024,828.614656,0.0,833.921024,46138.028032
31306.487157,833.921024,828.614656,0.0,833.921024,46138.011648
31408.725527,833.921024,828.614656,0.0,833.921024,46137.995264
31512.452565,833.921024,828.614656,0.0,833.921024,46137.716736
31620.733368,833.933312,828.626944,0.0,833.933312,46137.93792
31717.161971,835.145728,829.83936,0.0,835.145728,46138.970112
31812.860853,835.145728,829.83936,0.0,835.145728,46138.953728
31913.518257,835.145728,829.83936,0.0,835.145728,46139.26912
32014.862311,835.145728,829.83936,0.0,835.145728,46139.080704
32111.22832,835.145728,829.83936,0.0,835.145728,46138.621952
32211.666033,835.145728,829.83936,0.0,835.145728,46138.585088
32307.719907,835.145728,829.83936,0.0,835.145728,46138.527744
32419.128404,835.145728,829.837312,0.0,835.145728,46138.527744
32535.176172,835.145728,829.83936,0.0,835.145728,46138.769408
32637.654669,835.145728,829.83936,0.0,835.145728,46138.753024
32740.300075,835.145728,829.83936,0.0,835.145728,46138.73664
32841.826834,835.145728,829.83936,0.0,835.145728,46138.720256
32947.155608,835.145728,829.83936,0.0,835.145728,46139.179008
33050.19433,835.145728,829.83936,0.0,835.145728,46139.211776
33154.613852,835.145728,829.83936,0.0,835.145728,46139.191296
33259.951572,835.145728,829.83936,0.0,835.145728,46139.437056
33360.401818,835.145728,829.83936,0.0,835.145728,46139.420672
33460.285836,835.145728,829.83936,0.0,835.145728,46139.404288
33560.389704,835.145728,829.83936,0.0,835.145728,46139.224064
33660.569217,835.145728,829.83936,0.0,835.145728,46139.20768
33765.235181,835.145728,829.83936,0.0,835.145728,46139.191296
33863.728303,835.145728,829.83936,0.0,835.145728,46139.174912
33962.909381,835.145728,829.83936,0.0,835.145728,46139.158528
34069.245785,835.145728,829.83936,0.0,835.145728,46138.617856
34173.515612,835.145728,829.83936,0.0,835.145728,46139.12576
34280.592535,835.158016,829.851648,0.0,835.158016,46139.641856
34376.602372,836.374528,831.06816,0.0,836.374528,46141.198336
34475.025532,836.374528,831.06816,0.0,836.374528,46141.181952
34576.650284,836.374528,831.06816,0.0,836.374528,46141.165568
34677.757714,836.374528,831.06816,0.0,836.374528,46140.895232
34779.482003,836.374528,831.06816,0.0,836.374528,46140.358656
34877.827621,836.374528,831.06816,0.0,836.374528,46140.342272
34980.770304,836.374528,831.06816,0.0,836.374528,46139.232256
35079.55179,836.374528,831.06816,0.0,836.374528,46139.215872
35181.725469,836.374528,831.06816,0.0,836.374528,46139.199488
35280.354489,836.374528,831.06816,0.0,836.374528,46139.441152
35381.26461,836.374528,831.06816,0.0,836.374528,46139.424768
35486.852801,836.374528,831.06816,0.0,836.374528,46139.408384
35587.293692,836.374528,831.06816,0.0,836.374528,46139.392
35689.150829,836.374528,831.06816,0.0,836.374528,46139.375616
35793.646263,836.374528,831.06816,0.0,836.374528,46139.37152
35895.008315,836.374528,831.06816,0.0,836.374528,46139.355136
35996.915513,836.374528,831.06816,0.0,836.374528,46139.600896
36098.870423,836.374528,831.06816,0.0,836.374528,46139.383808
36200.623778,836.374528,831.06816,0.0,836.374528,46139.363328
36306.738324,836.374528,831.06816,0.0,836.374528,46139.088896
36411.751512,836.374528,831.06816,0.0,836.374528,46139.072512
36514.88689,836.374528,831.06816,0.0,836.374528,46139.056128
36620.202504,836.374528,831.06816,0.0,836.374528,46139.039744
36725.94491,836.374528,831.06816,0.0,836.374528,46138.63424
36830.592652,836.374528,831.06816,0.0,836.374528,46138.617856
36924.700341,836.386816,831.080448,0.0,836.386816,46139.37152
37023.656645,837.603328,832.29696,0.0,837.603328,46140.665856
37121.98141,837.603328,832.29696,0.0,837.603328,46140.649472
37220.944499,837.603328,832.29696,0.0,837.603328,46140.637184
37317.971664,837.603328,832.29696,0.0,837.603328,46140.6208
37417.027494,837.603328,832.29696,0.0,837.603328,46140.604416
37516.374931,837.603328,832.29696,0.0,837.603328,46140.391424
37619.27954,837.603328,832.29696,0.0,837.603328,46140.37504
37718.442392,837.603328,832.29696,0.0,837.603328,46140.358656
37817.511261,837.603328,832.29696,0.0,837.603328,46140.33408
37916.709675,837.603328,832.29696,0.0,837.603328,46140.317696
38012.497229,837.603328,832.29696,0.0,837.603328,46140.305408
38117.012358,837.603328,832.29696,0.0,837.603328,46140.256256
38217.014059,837.603328,832.29696,0.0,837.603328,46140.264448
38315.925339,837.603328,832.29696,0.0,837.603328,46140.243968
38417.957333,837.603328,832.29696,0.0,837.603328,46139.715584
38519.954919,837.603328,832.29696,0.0,837.603328,46139.695104
38626.412791,837.603328,832.295936,0.0,837.603328,46139.67872
38733.873027,837.603328,832.29696,0.0,837.603328,46139.662336
38836.950717,837.603328,832.29696,0.0,837.603328,46139.645952
38938.292962,837.603328,832.29696,0.0,837.603328,46139.629568
39040.616553,837.603328,832.29696,0.0,837.603328,46139.875328
39142.684073,837.603328,832.29696,0.0,837.603328,46139.854848
39243.532522,837.603328,832.29696,0.0,837.603328,46140.100608
39344.562189,837.603328,832.29696,0.0,837.603328,46139.82208
39446.093518,837.603328,832.29696,0.0,837.603328,46139.805696
39543.241374,838.815744,833.509376,0.0,838.815744,46141.3376
39642.631023,838.815744,833.509376,0.0,838.815744,46141.321216
39743.46741,838.815744,833.509376,0.0,838.815744,46141.304832
39846.367504,838.815744,833.509376,0.0,838.815744,46141.308928
39947.721283,838.815744,833.509376,0.0,838.815744,46141.292544
40046.695258,838.815744,833.509376,0.0,838.815744,46141.27616
40145.969446,838.815744,833.509376,0.0,838.815744,46141.259776
40243.066005,838.815744,833.509376,0.0,838.815744,46140.977152
40339.113819,838.815744,833.509376,0.0,838.815744,46140.960768
40438.14838,838.815744,833.509376,0.0,838.815744,46140.944384
40535.377596,838.815744,833.509376,0.0,838.815744,46140.928
40633.730502,838.815744,833.509376,0.0,838.815744,46140.911616
40738.845078,838.815744,833.509376,0.0,838.815744,46140.895232
40841.603907,838.815744,833.509376,0.0,838.815744,46140.878848
40946.227963,838.815744,833.509376,0.0,838.815744,46140.862464
41047.47321,838.815744,833.509376,0.0,838.815744,46140.84608
41151.200988,838.815744,833.509376,0.0,838.815744,46140.817408
41250.053532,838.815744,833.509376,0.0,838.815744,46140.772352
41349.25716,838.815744,833.509376,0.0,838.815744,46140.755968
41455.338646,838.815744,833.509376,0.0,838.815744,46141.001728
41564.589811,838.815744,833.509376,0.0,838.815744,46140.985344
41665.007519,838.815744,833.509376,0.0,838.815744,46140.96896
41764.649196,838.815744,833.509376,0.0,838.815744,46140.690432
41865.966567,838.815744,833.509376,0.0,838.815744,46140.674048
41969.160168,838.815744,833.509376,0.0,838.815744,46140.919808
42068.518184,838.815744,833.509376,0.0,838.815744,46142.824448
42167.723012,838.828032,833.521664,0.0,838.828032,46143.328256
42263.799177,840.040448,834.73408,0.0,840.040448,46144.364544
42363.225902,840.040448,834.73408,0.0,840.040448,46143.905792
42461.281776,840.040448,834.73408,0.0,840.040448,46143.889408
42559.528783,840.040448,834.73408,0.0,840.040448,46143.873024
42656.016351,840.040448,834.73408,0.0,840.040448,46143.85664
42756.72415,840.040448,834.73408,0.0,840.040448,46143.844352
42854.43691,840.040448,834.73408,0.0,840.040448,46143.827968
42950.707002,840.040448,834.73408,0.0,840.040448,46143.811584
43049.932,840.040448,834.73408,0.0,840.040448,46144.311296
43151.397323,840.040448,834.73408,0.0,840.040448,46143.135744
43254.260021,840.040448,834.73408,0.0,840.040448,46143.381504
43355.779455,840.040448,834.73408,0.0,840.040448,46143.102976
43456.87841,840.040448,834.73408,0.0,840.040448,46143.086592
43558.029227,840.040448,834.73408,0.0,840.040448,46143.070208
43658.889757,840.040448,834.73408,0.0,840.040448,46143.053824
43762.056398,840.040448,834.73408,0.0,840.040448,46143.03744
43865.574063,840.040448,834.73408,0.0,840.040448,46143.021056
43969.237204,840.040448,834.73408,0.0,840.040448,46143.004672
44073.522774,840.040448,834.73408,0.0,840.040448,46142.988288
44173.885064,840.040448,834.73408,0.0,840.040448,46142.971904
44274.358681,840.040448,834.73408,0.0,840.040448,46142.95552
44373.068816,840.040448,834.73408,0.0,840.040448,46142.03392
44474.830646,840.040448,834.73408,0.0,840.040448,46142.017536
44584.301894,840.052736,834.746368,0.0,840.052736,46142.783488
44683.236478,841.064448,835.75808,0.0,841.064448,46143.81568
44781.712896,841.064448,835.75808,0.0,841.064448,46143.594496
44877.575304,841.064448,835.75808,0.0,841.064448,46143.578112
